Project Name,Package Name,Type Name,Method Name,Code Smell
artofillusion,artofillusion.animation,Actor,setParameterValues,Long Statement
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Complex Method
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,shapeMeshFromGestures,Magic Number
artofillusion,artofillusion.animation,Actor,getProperties,Long Statement
artofillusion,artofillusion.animation,Actor,configurePoseTrack,Magic Number
artofillusion,artofillusion.animation,Actor,blend,Long Parameter List
artofillusion,artofillusion.animation,Actor,blend,Long Parameter List
artofillusion,artofillusion.animation,ActorKeyframe,blend,Long Parameter List
artofillusion,artofillusion.animation,ActorKeyframe,blend,Long Parameter List
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Long Parameter List
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Long Statement
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Long Statement
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ActorEditorWindow,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,processEvent,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,doExtract,Long Statement
artofillusion,artofillusion.animation,ActorEditorWindow,doDelete,Long Statement
artofillusion,artofillusion.animation,ActorEditorWindow,getColumnCount,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,ValueRenderer,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,getTableCellRendererComponent,Long Parameter List
artofillusion,artofillusion.animation,ActorEditorWindow,ValueEditor,Magic Number
artofillusion,artofillusion.animation,ActorEditorWindow,getTableCellEditorComponent,Long Parameter List
artofillusion,artofillusion.animation,CurrentPoseTableModel,getColumnCount,Magic Number
artofillusion,artofillusion.animation,ValueRenderer,ValueRenderer,Magic Number
artofillusion,artofillusion.animation,ValueRenderer,getTableCellRendererComponent,Long Parameter List
artofillusion,artofillusion.animation,ValueEditor,ValueEditor,Magic Number
artofillusion,artofillusion.animation,ValueEditor,getTableCellEditorComponent,Long Parameter List
artofillusion,artofillusion.animation,AnimationPreviewer,AnimationPreviewer,Long Statement
artofillusion,artofillusion.animation,AnimationPreviewer,AnimationPreviewer,Long Statement
artofillusion,artofillusion.animation,AnimationPreviewer,AnimationPreviewer,Magic Number
artofillusion,artofillusion.animation,AnimationPreviewer,AnimationPreviewer,Magic Number
artofillusion,artofillusion.animation,AnimationPreviewer,AnimationPreviewer,Magic Number
artofillusion,artofillusion.animation,AnimationPreviewer,run,Complex Method
artofillusion,artofillusion.animation,AnimationPreviewer,run,Magic Number
artofillusion,artofillusion.animation,AnimationPreviewer,doClose,Empty catch clause
artofillusion,artofillusion.animation,ArrayKeyframe,blend,Long Parameter List
artofillusion,artofillusion.animation,ArrayKeyframe,blend,Long Parameter List
artofillusion,artofillusion.animation,ArrayKeyframe,blend,Long Statement
artofillusion,artofillusion.animation,BooleanKeyframe,setGraphValues,Magic Number
artofillusion,artofillusion.animation,BooleanKeyframe,blend,Magic Number
artofillusion,artofillusion.animation,BooleanKeyframe,blend,Long Parameter List
artofillusion,artofillusion.animation,BooleanKeyframe,blend,Long Parameter List
artofillusion,artofillusion.animation,BooleanKeyframe,blend,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Long Statement
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Long Statement
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Long Statement
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,ConstraintTrack,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Long Statement
artofillusion,artofillusion.animation,Editor,Editor,Long Statement
artofillusion,artofillusion.animation,Editor,Editor,Long Statement
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,EditKeyframesDialog,EditKeyframesDialog,Complex Method
artofillusion,artofillusion.animation,EditKeyframesDialog,EditKeyframesDialog,Long Statement
artofillusion,artofillusion.animation,EditKeyframesDialog,EditKeyframesDialog,Magic Number
artofillusion,artofillusion.animation,EditKeyframesDialog,EditKeyframesDialog,Magic Number
artofillusion,artofillusion.animation,EditKeyframesDialog,EditKeyframesDialog,Magic Number
artofillusion,artofillusion.animation,EditKeyframesDialog,EditKeyframesDialog,Magic Number
artofillusion,artofillusion.animation,EditKeyframesDialog,EditKeyframesDialog,Magic Number
artofillusion,artofillusion.animation,EditKeyframesDialog,EditKeyframesDialog,Magic Number
artofillusion,artofillusion.animation,EditKeyframesDialog,doEdit,Complex Conditional
artofillusion,artofillusion.animation,EditKeyframesDialog,doEdit,Complex Method
artofillusion,artofillusion.animation,EditKeyframesDialog,doEdit,Long Statement
artofillusion,artofillusion.animation,EditKeyframesDialog,doEdit,Long Statement
artofillusion,artofillusion.animation,EditKeyframesDialog,doEdit,Long Statement
artofillusion,artofillusion.animation,EditKeyframesDialog,doEdit,Long Statement
artofillusion,artofillusion.animation,EditKeyframesDialog,doEdit,Long Statement
artofillusion,artofillusion.animation,EditKeyframesDialog,doEdit,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,apply,Long Statement
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Complex Method
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Long Statement
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,editKeyframe,Magic Number
artofillusion,artofillusion.animation,FilterParameterTrack,edit,Long Statement
artofillusion,artofillusion.animation,FilterParameterTrack,edit,Long Statement
artofillusion,artofillusion.animation,IKSolver,IKSolver,Magic Number
artofillusion,artofillusion.animation,IKSolver,IKSolver,Magic Number
artofillusion,artofillusion.animation,IKSolver,IKSolver,Magic Number
artofillusion,artofillusion.animation,IKSolver,IKSolver,Magic Number
artofillusion,artofillusion.animation,IKSolver,findJointBehaviors,Complex Method
artofillusion,artofillusion.animation,IKSolver,findForbiddenDOF,Complex Conditional
artofillusion,artofillusion.animation,IKSolver,findForbiddenDOF,Long Statement
artofillusion,artofillusion.animation,IKSolver,findForbiddenDOF,Long Statement
artofillusion,artofillusion.animation,IKSolver,calcForces,Complex Conditional
artofillusion,artofillusion.animation,IKSolver,calcForces,Complex Conditional
artofillusion,artofillusion.animation,IKSolver,calcForces,Complex Conditional
artofillusion,artofillusion.animation,IKSolver,calcForces,Complex Conditional
artofillusion,artofillusion.animation,IKSolver,calcForces,Complex Method
artofillusion,artofillusion.animation,IKSolver,calcForces,Long Statement
artofillusion,artofillusion.animation,IKSolver,calcForces,Long Statement
artofillusion,artofillusion.animation,IKSolver,calcForces,Long Statement
artofillusion,artofillusion.animation,IKSolver,calcForces,Long Statement
artofillusion,artofillusion.animation,IKSolver,calcForces,Long Statement
artofillusion,artofillusion.animation,IKSolver,calcForces,Long Statement
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,calcForces,Magic Number
artofillusion,artofillusion.animation,IKSolver,step,Complex Method
artofillusion,artofillusion.animation,IKSolver,step,Long Statement
artofillusion,artofillusion.animation,IKSolver,step,Magic Number
artofillusion,artofillusion.animation,IKSolver,step,Magic Number
artofillusion,artofillusion.animation,IKSolver,step,Magic Number
artofillusion,artofillusion.animation,IKSolver,step,Magic Number
artofillusion,artofillusion.animation,IKSolver,step,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Complex Method
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKSolver,solve,Magic Number
artofillusion,artofillusion.animation,IKTrack,edit,Long Statement
artofillusion,artofillusion.animation,IKTrack,Editor,Magic Number
artofillusion,artofillusion.animation,IKTrack,Editor,Magic Number
artofillusion,artofillusion.animation,IKTrack,Editor,Magic Number
artofillusion,artofillusion.animation,IKTrack,Editor,Magic Number
artofillusion,artofillusion.animation,IKTrack,Editor,Magic Number
artofillusion,artofillusion.animation,IKTrack,Editor,Magic Number
artofillusion,artofillusion.animation,IKTrack,mouseClicked,Magic Number
artofillusion,artofillusion.animation,IKTrack,editConstraint,Long Statement
artofillusion,artofillusion.animation,IKTrack,editConstraint,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,Editor,Magic Number
artofillusion,artofillusion.animation,Editor,mouseClicked,Magic Number
artofillusion,artofillusion.animation,Editor,editConstraint,Long Statement
artofillusion,artofillusion.animation,Editor,editConstraint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,Joint,Magic Number
artofillusion,artofillusion.animation,Joint,equals,Long Statement
artofillusion,artofillusion.animation,Joint,getTransform,Magic Number
artofillusion,artofillusion.animation,Joint,getInverseTransform,Magic Number
artofillusion,artofillusion.animation,Joint,calcAnglesFromCoords,Magic Number
artofillusion,artofillusion.animation,Joint,calcAnglesFromCoords,Magic Number
artofillusion,artofillusion.animation,Joint,equals,Long Statement
artofillusion,artofillusion.animation,Joint,getScaledForce,Complex Conditional
artofillusion,artofillusion.animation,Joint,getScaledForce,Complex Conditional
artofillusion,artofillusion.animation,Joint,getForceScale,Complex Conditional
artofillusion,artofillusion.animation,Joint,getForceScale,Complex Conditional
artofillusion,artofillusion.animation,Joint,getForceScale,Complex Conditional
artofillusion,artofillusion.animation,Joint,DOF,Magic Number
artofillusion,artofillusion.animation,DOF,equals,Long Statement
artofillusion,artofillusion.animation,DOF,getScaledForce,Complex Conditional
artofillusion,artofillusion.animation,DOF,getScaledForce,Complex Conditional
artofillusion,artofillusion.animation,DOF,getForceScale,Complex Conditional
artofillusion,artofillusion.animation,DOF,getForceScale,Complex Conditional
artofillusion,artofillusion.animation,DOF,getForceScale,Complex Conditional
artofillusion,artofillusion.animation,DOF,DOF,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,JointEditorDialog,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,makeBorder,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Complex Method
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Long Method
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFPanel,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,isValid,Long Statement
artofillusion,artofillusion.animation,JointEditorDialog,recordValues,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,recordValues,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,DOFGraph,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Complex Conditional
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Complex Conditional
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Complex Conditional
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Complex Conditional
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Complex Method
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,mousePressed,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Complex Conditional
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Complex Conditional
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Complex Method
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,dealWithDrag,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
artofillusion,artofillusion.animation,JointEditorDialog,paint,Magic Number
